mp_id,center_element,sample_name,site_equivalence_tag
mp-11604,K,mp-11604__mp-11604-EXAFS-K-K,equivalent
mp-11604,Sm,mp-11604__mp-11604-EXAFS-Sm-K,equivalent
mp-11605,Cu,mp-11605__mp-11605-EXAFS-Cu-K,equivalent
mp-11605,K,mp-11605__mp-11605-EXAFS-K-K,equivalent
mp-11605,Tb,mp-11605__mp-11605-EXAFS-Tb-K,equivalent
mp-11606,Cu,mp-11606__mp-11606-EXAFS-Cu-K,equivalent
mp-11606,Ho,mp-11606__mp-11606-EXAFS-Ho-K,equivalent
mp-11606,K,mp-11606__mp-11606-EXAFS-K-K,equivalent
mp-11607,N,mp-11607__mp-11607-EXAFS-N-K,equivalent
mp-11607,Si,mp-11607__mp-11607-EXAFS-Si-K,equivalent
mp-11609,Sb,mp-11609__mp-11609-EXAFS-Sb-K,equivalent
mp-11615,Mn,mp-11615__mp-11615-EXAFS-Mn-K,equivalent
mp-11615,Tm,mp-11615__mp-11615-EXAFS-Tm-K,equivalent
mp-1161,La,mp-1161__mp-1161-EXAFS-La-K,single_site
mp-1161,Se,mp-1161__mp-1161-EXAFS-Se-K,single_site
mp-11625,Ca,mp-11625__mp-11625-EXAFS-Ca-K,equivalent
mp-11625,K,mp-11625__mp-11625-EXAFS-K-K,equivalent
mp-11625,P,mp-11625__mp-11625-EXAFS-P-K,equivalent
mp-1163919,Si,mp-1163919__mp-1163919-EXAFS-Si-K,equivalent
mp-1163919,W,mp-1163919__mp-1163919-EXAFS-W-K,equivalent
mp-1163919,Zn,mp-1163919__mp-1163919-EXAFS-Zn-K,equivalent
mp-1163922,O,mp-1163922__mp-1163922-EXAFS-O-K,equivalent
mp-1163922,Si,mp-1163922__mp-1163922-EXAFS-Si-K,equivalent
mp-1163922,Ti,mp-1163922__mp-1163922-EXAFS-Ti-K,equivalent
mp-1163922,Y,mp-1163922__mp-1163922-EXAFS-Y-K,equivalent
mp-1163927,Bi,mp-1163927__mp-1163927-EXAFS-Bi-K,equivalent
mp-1163927,Ca,mp-1163927__mp-1163927-EXAFS-Ca-K,equivalent
mp-1163927,O,mp-1163927__mp-1163927-EXAFS-O-K,equivalent
mp-1163927,Si,mp-1163927__mp-1163927-EXAFS-Si-K,equivalent
mp-1163929,Al,mp-1163929__mp-1163929-EXAFS-Al-K,equivalent
mp-1163929,O,mp-1163929__mp-1163929-EXAFS-O-K,equivalent
mp-1163929,Si,mp-1163929__mp-1163929-EXAFS-Si-K,equivalent
mp-1163929,Sn,mp-1163929__mp-1163929-EXAFS-Sn-K,equivalent
mp-1163930,Ca,mp-1163930__mp-1163930-EXAFS-Ca-K,equivalent
mp-1163930,Co,mp-1163930__mp-1163930-EXAFS-Co-K,equivalent
mp-1163930,O,mp-1163930__mp-1163930-EXAFS-O-K,equivalent
mp-1163930,Si,mp-1163930__mp-1163930-EXAFS-Si-K,equivalent
mp-1163936,Ca,mp-1163936__mp-1163936-EXAFS-Ca-K,equivalent
mp-1163936,Cu,mp-1163936__mp-1163936-EXAFS-Cu-K,equivalent
mp-1163936,O,mp-1163936__mp-1163936-EXAFS-O-K,equivalent
mp-1163936,Si,mp-1163936__mp-1163936-EXAFS-Si-K,equivalent
mp-1163940,Mg,mp-1163940__mp-1163940-EXAFS-Mg-K,equivalent
mp-1163940,O,mp-1163940__mp-1163940-EXAFS-O-K,equivalent
mp-1163940,Sb,mp-1163940__mp-1163940-EXAFS-Sb-K,equivalent
mp-1163940,Si,mp-1163940__mp-1163940-EXAFS-Si-K,equivalent
mp-1163942,Al,mp-1163942__mp-1163942-EXAFS-Al-K,equivalent
mp-1163942,O,mp-1163942__mp-1163942-EXAFS-O-K,equivalent
mp-1163942,Si,mp-1163942__mp-1163942-EXAFS-Si-K,equivalent
mp-1163942,V,mp-1163942__mp-1163942-EXAFS-V-K,equivalent
mp-1163,U,mp-1163__mp-1163-EXAFS-U-K,equivalent
mp-11641,Ag,mp-11641__mp-11641-EXAFS-Ag-K,equivalent
mp-11641,O,mp-11641__mp-11641-EXAFS-O-K,equivalent
mp-11641,Se,mp-11641__mp-11641-EXAFS-Se-K,equivalent
mp-11646,C,mp-11646__mp-11646-EXAFS-C-K,equivalent
mp-11646,Cd,mp-11646__mp-11646-EXAFS-Cd-K,equivalent
mp-11649,Ca,mp-11649__mp-11649-EXAFS-Ca-K,equivalent
mp-11649,O,mp-11649__mp-11649-EXAFS-O-K,equivalent
mp-11649,Si,mp-11649__mp-11649-EXAFS-Si-K,equivalent
mp-1164,C,mp-1164__mp-1164-EXAFS-C-K,single_site
mp-1164,Th,mp-1164__mp-1164-EXAFS-Th-K,single_site
mp-11651,O,mp-11651__mp-11651-EXAFS-O-K,single_site
mp-11651,Sn,mp-11651__mp-11651-EXAFS-Sn-K,single_site
mp-11651,Yb,mp-11651__mp-11651-EXAFS-Yb-K,equivalent
mp-11652,O,mp-11652__mp-11652-EXAFS-O-K,single_site
mp-11652,Pb,mp-11652__mp-11652-EXAFS-Pb-K,single_site
mp-11652,Yb,mp-11652__mp-11652-EXAFS-Yb-K,equivalent
mp-11653,B,mp-11653__mp-11653-EXAFS-B-K,equivalent
mp-11653,O,mp-11653__mp-11653-EXAFS-O-K,equivalent
mp-11653,P,mp-11653__mp-11653-EXAFS-P-K,equivalent
mp-11659,B,mp-11659__mp-11659-EXAFS-B-K,equivalent
mp-11659,Ba,mp-11659__mp-11659-EXAFS-Ba-K,single_site
mp-11659,O,mp-11659__mp-11659-EXAFS-O-K,equivalent
mp-11659,Ti,mp-11659__mp-11659-EXAFS-Ti-K,single_site
mp-11661,N,mp-11661__mp-11661-EXAFS-N-K,equivalent
mp-11661,Zr,mp-11661__mp-11661-EXAFS-Zr-K,equivalent
mp-11665,Ce,mp-11665__mp-11665-EXAFS-Ce-K,equivalent
mp-11665,Ge,mp-11665__mp-11665-EXAFS-Ge-K,equivalent
mp-11666,Ge,mp-11666__mp-11666-EXAFS-Ge-K,equivalent
mp-11666,Pr,mp-11666__mp-11666-EXAFS-Pr-K,equivalent
mp-11667,Ge,mp-11667__mp-11667-EXAFS-Ge-K,equivalent
mp-11667,Nd,mp-11667__mp-11667-EXAFS-Nd-K,equivalent
mp-11668,Ge,mp-11668__mp-11668-EXAFS-Ge-K,equivalent
mp-11668,Sm,mp-11668__mp-11668-EXAFS-Sm-K,equivalent
mp-11670,Ba,mp-11670__mp-11670-EXAFS-Ba-K,equivalent
mp-11670,Si,mp-11670__mp-11670-EXAFS-Si-K,near_equivalent
mp-11670,Y,mp-11670__mp-11670-EXAFS-Y-K,equivalent
mp-11673,Sc,mp-11673__mp-11673-EXAFS-Sc-K,near_equivalent
mp-11673,Se,mp-11673__mp-11673-EXAFS-Se-K,equivalent
mp-11684,O,mp-11684__mp-11684-EXAFS-O-K,near_equivalent
mp-11684,Si,mp-11684__mp-11684-EXAFS-Si-K,equivalent
mp-11690,Tc,mp-11690__mp-11690-EXAFS-Tc-K,near_equivalent
mp-11692,Si,mp-11692__mp-11692-EXAFS-Si-K,equivalent
mp-11693,Pt,mp-11693__mp-11693-EXAFS-Pt-K,equivalent
mp-11693,Te,mp-11693__mp-11693-EXAFS-Te-K,equivalent
mp-11695,Pd,mp-11695__mp-11695-EXAFS-Pd-K,equivalent
mp-11695,Rb,mp-11695__mp-11695-EXAFS-Rb-K,equivalent
mp-11695,S,mp-11695__mp-11695-EXAFS-S-K,equivalent
mp-11696,W,mp-11696__mp-11696-EXAFS-W-K,near_equivalent
mp-11697,Ta,mp-11697__mp-11697-EXAFS-Ta-K,equivalent
mp-1169,Cu,mp-1169__mp-1169-EXAFS-Cu-K,single_site
mp-1169,Sc,mp-1169__mp-1169-EXAFS-Sc-K,single_site
mp-11701,Cu,mp-11701__mp-11701-EXAFS-Cu-K,equivalent
mp-11701,Sb,mp-11701__mp-11701-EXAFS-Sb-K,equivalent
mp-11701,Yb,mp-11701__mp-11701-EXAFS-Yb-K,equivalent
mp-11705,C,mp-11705__mp-11705-EXAFS-C-K,single_site
mp-11705,Fe,mp-11705__mp-11705-EXAFS-Fe-K,equivalent
mp-11705,Si,mp-11705__mp-11705-EXAFS-Si-K,equivalent
mp-11706,Hg,mp-11706__mp-11706-EXAFS-Hg-K,equivalent
mp-1170750,Ca,mp-1170750__mp-1170750-EXAFS-Ca-K,equivalent
mp-1170750,Mo,mp-1170750__mp-1170750-EXAFS-Mo-K,equivalent
mp-1170750,O,mp-1170750__mp-1170750-EXAFS-O-K,equivalent
mp-1170750,Si,mp-1170750__mp-1170750-EXAFS-Si-K,equivalent
mp-11709,Sm,mp-11709__mp-11709-EXAFS-Sm-K,equivalent
mp-1170,S,mp-1170__mp-1170-EXAFS-S-K,equivalent
mp-1170,Sn,mp-1170__mp-1170-EXAFS-Sn-K,single_site
mp-11711,Gd,mp-11711__mp-11711-EXAFS-Gd-K,equivalent
mp-1171437,V,mp-1171437__mp-1171437-EXAFS-V-K,equivalent
mp-11714,C,mp-11714__mp-11714-EXAFS-C-K,equivalent
mp-11714,Si,mp-11714__mp-11714-EXAFS-Si-K,equivalent
mp-11718,F,mp-11718__mp-11718-EXAFS-F-K,single_site
mp-11718,Rb,mp-11718__mp-11718-EXAFS-Rb-K,single_site
mp-1172356,Bi,mp-1172356__mp-1172356-EXAFS-Bi-K,equivalent
mp-1172356,O,mp-1172356__mp-1172356-EXAFS-O-K,equivalent
mp-1172356,Si,mp-1172356__mp-1172356-EXAFS-Si-K,equivalent
mp-1172399,Bi,mp-1172399__mp-1172399-EXAFS-Bi-K,equivalent
mp-1172399,Si,mp-1172399__mp-1172399-EXAFS-Si-K,equivalent
mp-11723,C,mp-11723__mp-11723-EXAFS-C-K,equivalent
mp-11723,Er,mp-11723__mp-11723-EXAFS-Er-K,single_site
mp-11723,Ni,mp-11723__mp-11723-EXAFS-Ni-K,single_site
mp-1172462,Cr,mp-1172462__mp-1172462-EXAFS-Cr-K,equivalent
mp-1172462,O,mp-1172462__mp-1172462-EXAFS-O-K,equivalent
mp-1172462,Si,mp-1172462__mp-1172462-EXAFS-Si-K,equivalent
mp-11725,C,mp-11725__mp-11725-EXAFS-C-K,equivalent
mp-11725,O,mp-11725__mp-11725-EXAFS-O-K,equivalent
mp-1172,Mg,mp-1172__mp-1172-EXAFS-Mg-K,single_site
mp-1172,Rh,mp-1172__mp-1172-EXAFS-Rh-K,single_site
mp-11733,In,mp-11733__mp-11733-EXAFS-In-K,single_site
mp-11733,Lu,mp-11733__mp-11733-EXAFS-Lu-K,equivalent
mp-11733,N,mp-11733__mp-11733-EXAFS-N-K,single_site
mp-11734,Mg,mp-11734__mp-11734-EXAFS-Mg-K,single_site
mp-11734,O,mp-11734__mp-11734-EXAFS-O-K,equivalent
mp-11734,Re,mp-11734__mp-11734-EXAFS-Re-K,single_site
mp-11734,Sr,mp-11734__mp-11734-EXAFS-Sr-K,equivalent
mp-11737,Si,mp-11737__mp-11737-EXAFS-Si-K,equivalent
mp-11738,Na,mp-11738__mp-11738-EXAFS-Na-K,equivalent
mp-11738,O,mp-11738__mp-11738-EXAFS-O-K,equivalent
mp-11738,P,mp-11738__mp-11738-EXAFS-P-K,equivalent
mp-11742,Cs,mp-11742__mp-11742-EXAFS-Cs-K,single_site
mp-11742,Nd,mp-11742__mp-11742-EXAFS-Nd-K,single_site
mp-11742,Te,mp-11742__mp-11742-EXAFS-Te-K,equivalent
mp-11743,Li,mp-11743__mp-11743-EXAFS-Li-K,single_site
mp-11743,Y,mp-11743__mp-11743-EXAFS-Y-K,single_site
mp-1174,Mg,mp-1174__mp-1174-EXAFS-Mg-K,single_site
mp-1174,Sc,mp-1174__mp-1174-EXAFS-Sc-K,single_site
mp-11750,B,mp-11750__mp-11750-EXAFS-B-K,single_site
mp-11752,Ni,mp-11752__mp-11752-EXAFS-Ni-K,equivalent
mp-11753,Pd,mp-11753__mp-11753-EXAFS-Pd-K,equivalent
mp-1175,Sr,mp-1175__mp-1175-EXAFS-Sr-K,equivalent
mp-11764,Ho,mp-11764__mp-11764-EXAFS-Ho-K,equivalent
mp-11764,Pd,mp-11764__mp-11764-EXAFS-Pd-K,equivalent
mp-11764,Sn,mp-11764__mp-11764-EXAFS-Sn-K,equivalent
mp-11765,Se,mp-11765__mp-11765-EXAFS-Se-K,equivalent
mp-11769,Co,mp-11769__mp-11769-EXAFS-Co-K,single_site
mp-11769,Cu,mp-11769__mp-11769-EXAFS-Cu-K,equivalent
mp-11769,S,mp-11769__mp-11769-EXAFS-S-K,equivalent
mp-11769,Si,mp-11769__mp-11769-EXAFS-Si-K,single_site
mp-11770,Co,mp-11770__mp-11770-EXAFS-Co-K,single_site
mp-11770,Cu,mp-11770__mp-11770-EXAFS-Cu-K,equivalent
mp-11770,S,mp-11770__mp-11770-EXAFS-S-K,equivalent
mp-11770,Sn,mp-11770__mp-11770-EXAFS-Sn-K,single_site
mp-11771,Co,mp-11771__mp-11771-EXAFS-Co-K,single_site
mp-11771,Se,mp-11771__mp-11771-EXAFS-Se-K,equivalent
mp-11771,Sn,mp-11771__mp-11771-EXAFS-Sn-K,single_site
mp-11772,B,mp-11772__mp-11772-EXAFS-B-K,equivalent
mp-11772,Ba,mp-11772__mp-11772-EXAFS-Ba-K,equivalent
mp-11772,Ti,mp-11772__mp-11772-EXAFS-Ti-K,equivalent
mp-11773,Ga,mp-11773__mp-11773-EXAFS-Ga-K,equivalent
mp-1178232,O,mp-1178232__mp-1178232-EXAFS-O-K,equivalent
mp-1178247,Fe,mp-1178247__mp-1178247-EXAFS-Fe-K,near_equivalent
mp-1178247,O,mp-1178247__mp-1178247-EXAFS-O-K,near_equivalent
mp-11784,La,mp-11784__mp-11784-EXAFS-La-K,equivalent
mp-11784,Yb,mp-11784__mp-11784-EXAFS-Yb-K,equivalent
mp-11786,Pr,mp-11786__mp-11786-EXAFS-Pr-K,equivalent
mp-11786,Yb,mp-11786__mp-11786-EXAFS-Yb-K,equivalent
mp-1178787,V,mp-1178787__mp-1178787-EXAFS-V-K,equivalent
mp-11790,Cu,mp-11790__mp-11790-EXAFS-Cu-K,equivalent
mp-11790,La,mp-11790__mp-11790-EXAFS-La-K,equivalent
mp-11791,Ce,mp-11791__mp-11791-EXAFS-Ce-K,equivalent
mp-11791,Cu,mp-11791__mp-11791-EXAFS-Cu-K,equivalent
mp-11791,Se,mp-11791__mp-11791-EXAFS-Se-K,equivalent
mp-11793,Cu,mp-11793__mp-11793-EXAFS-Cu-K,equivalent
mp-11793,Se,mp-11793__mp-11793-EXAFS-Se-K,equivalent
mp-11793,Sm,mp-11793__mp-11793-EXAFS-Sm-K,equivalent
mp-11794,Ag,mp-11794__mp-11794-EXAFS-Ag-K,equivalent
mp-11794,Al,mp-11794__mp-11794-EXAFS-Al-K,equivalent
mp-11794,O,mp-11794__mp-11794-EXAFS-O-K,equivalent
mp-11798,Fe,mp-11798__mp-11798-EXAFS-Fe-K,equivalent
mp-11798,Pt,mp-11798__mp-11798-EXAFS-Pt-K,single_site
mp-1179,Dy,mp-1179__mp-1179-EXAFS-Dy-K,single_site
mp-117,Sn,mp-117__mp-117-EXAFS-Sn-K,equivalent
mp-11806,Li,mp-11806__mp-11806-EXAFS-Li-K,single_site
mp-11806,Mg,mp-11806__mp-11806-EXAFS-Mg-K,single_site
mp-11806,Pt,mp-11806__mp-11806-EXAFS-Pt-K,single_site
mp-11806,Sn,mp-11806__mp-11806-EXAFS-Sn-K,single_site
mp-11807,Li,mp-11807__mp-11807-EXAFS-Li-K,single_site
mp-11807,Pt,mp-11807__mp-11807-EXAFS-Pt-K,single_site
mp-11808,Ni,mp-11808__mp-11808-EXAFS-Ni-K,equivalent
mp-11808,Sc,mp-11808__mp-11808-EXAFS-Sc-K,single_site
mp-11808,Sn,mp-11808__mp-11808-EXAFS-Sn-K,single_site
mp-11809,Ti,mp-11809__mp-11809-EXAFS-Ti-K,equivalent
mp-1180,Mn,mp-1180__mp-1180-EXAFS-Mn-K,single_site
mp-1180,Pt,mp-1180__mp-1180-EXAFS-Pt-K,equivalent
mp-1181437,Fe,mp-1181437__mp-1181437-EXAFS-Fe-K,single_site
mp-1181437,O,mp-1181437__mp-1181437-EXAFS-O-K,single_site
mp-11814,Au,mp-11814__mp-11814-EXAFS-Au-K,near_equivalent
mp-11814,Rb,mp-11814__mp-11814-EXAFS-Rb-K,equivalent
mp-11816,Ba,mp-11816__mp-11816-EXAFS-Ba-K,equivalent
mp-11816,Cd,mp-11816__mp-11816-EXAFS-Cd-K,equivalent
mp-11816,Ge,mp-11816__mp-11816-EXAFS-Ge-K,equivalent
mp-11819,Ba,mp-11819__mp-11819-EXAFS-Ba-K,equivalent
mp-11819,Hg,mp-11819__mp-11819-EXAFS-Hg-K,equivalent
mp-11819,Sn,mp-11819__mp-11819-EXAFS-Sn-K,equivalent
mp-11822,Ca,mp-11822__mp-11822-EXAFS-Ca-K,equivalent
mp-11822,Ge,mp-11822__mp-11822-EXAFS-Ge-K,single_site
mp-11822,N,mp-11822__mp-11822-EXAFS-N-K,single_site
mp-11824,Ca,mp-11824__mp-11824-EXAFS-Ca-K,equivalent
mp-11824,N,mp-11824__mp-11824-EXAFS-N-K,single_site
mp-11824,P,mp-11824__mp-11824-EXAFS-P-K,single_site
mp-11826,Ca,mp-11826__mp-11826-EXAFS-Ca-K,single_site
mp-11830,Ce,mp-11830__mp-11830-EXAFS-Ce-K,single_site
mp-11830,Li,mp-11830__mp-11830-EXAFS-Li-K,single_site
mp-11830,Sn,mp-11830__mp-11830-EXAFS-Sn-K,single_site
mp-11831,Sn,mp-11831__mp-11831-EXAFS-Sn-K,equivalent
mp-11831,Yb,mp-11831__mp-11831-EXAFS-Yb-K,equivalent
mp-11831,Zn,mp-11831__mp-11831-EXAFS-Zn-K,equivalent
mp-11836,Er,mp-11836__mp-11836-EXAFS-Er-K,single_site
mp-11836,Pd,mp-11836__mp-11836-EXAFS-Pd-K,single_site
mp-11836,Sb,mp-11836__mp-11836-EXAFS-Sb-K,single_site
mp-11839,Gd,mp-11839__mp-11839-EXAFS-Gd-K,single_site
mp-11839,Pt,mp-11839__mp-11839-EXAFS-Pt-K,single_site
mp-11839,Sb,mp-11839__mp-11839-EXAFS-Sb-K,single_site
mp-11840,Ag,mp-11840__mp-11840-EXAFS-Ag-K,equivalent
mp-11841,Ag,mp-11841__mp-11841-EXAFS-Ag-K,single_site
mp-11841,Ce,mp-11841__mp-11841-EXAFS-Ce-K,single_site
mp-11846,Al,mp-11846__mp-11846-EXAFS-Al-K,equivalent
mp-11846,Pr,mp-11846__mp-11846-EXAFS-Pr-K,single_site
mp-11846,Zn,mp-11846__mp-11846-EXAFS-Zn-K,equivalent
mp-11852,Cu,mp-11852__mp-11852-EXAFS-Cu-K,equivalent
mp-11852,Nd,mp-11852__mp-11852-EXAFS-Nd-K,equivalent
mp-11859,Au,mp-11859__mp-11859-EXAFS-Au-K,equivalent
mp-11859,La,mp-11859__mp-11859-EXAFS-La-K,single_site
mp-11859,Si,mp-11859__mp-11859-EXAFS-Si-K,equivalent
mp-1185,Rh,mp-1185__mp-1185-EXAFS-Rh-K,equivalent
mp-1185,V,mp-1185__mp-1185-EXAFS-V-K,single_site
mp-11860,Ga,mp-11860__mp-11860-EXAFS-Ga-K,equivalent
mp-11860,Ho,mp-11860__mp-11860-EXAFS-Ho-K,equivalent
mp-11869,Hf,mp-11869__mp-11869-EXAFS-Hf-K,single_site
mp-11869,Pd,mp-11869__mp-11869-EXAFS-Pd-K,single_site
mp-11869,Sn,mp-11869__mp-11869-EXAFS-Sn-K,single_site
mp-1186,S,mp-1186__mp-1186-EXAFS-S-K,equivalent
mp-1186,Zr,mp-1186__mp-1186-EXAFS-Zr-K,single_site
mp-11870,Hg,mp-11870__mp-11870-EXAFS-Hg-K,equivalent
mp-11870,Rh,mp-11870__mp-11870-EXAFS-Rh-K,single_site
mp-11871,Ho,mp-11871__mp-11871-EXAFS-Ho-K,equivalent
mp-11871,Ni,mp-11871__mp-11871-EXAFS-Ni-K,equivalent
mp-11872,Ag,mp-11872__mp-11872-EXAFS-Ag-K,equivalent
mp-11872,O,mp-11872__mp-11872-EXAFS-O-K,equivalent
mp-1187,Ir,mp-1187__mp-1187-EXAFS-Ir-K,equivalent
mp-1187,Th,mp-1187__mp-1187-EXAFS-Th-K,equivalent
mp-11883,Mg,mp-11883__mp-11883-EXAFS-Mg-K,equivalent
mp-11892,Na,mp-11892__mp-11892-EXAFS-Na-K,equivalent
mp-11892,Nd,mp-11892__mp-11892-EXAFS-Nd-K,equivalent
mp-11892,O,mp-11892__mp-11892-EXAFS-O-K,near_equivalent
mp-11892,Ru,mp-11892__mp-11892-EXAFS-Ru-K,equivalent
mp-11893,C,mp-11893__mp-11893-EXAFS-C-K,equivalent
mp-11893,K,mp-11893__mp-11893-EXAFS-K-K,equivalent
mp-11893,N,mp-11893__mp-11893-EXAFS-N-K,equivalent
mp-11893,Pd,mp-11893__mp-11893-EXAFS-Pd-K,equivalent
mp-1189857,Mn,mp-1189857__mp-1189857-EXAFS-Mn-K,near_equivalent
mp-118,P,mp-118__mp-118-EXAFS-P-K,equivalent
mp-11902,Ba,mp-11902__mp-11902-EXAFS-Ba-K,near_equivalent
mp-11902,Ge,mp-11902__mp-11902-EXAFS-Ge-K,equivalent
mp-11905,Ir,mp-11905__mp-11905-EXAFS-Ir-K,equivalent
mp-11905,Li,mp-11905__mp-11905-EXAFS-Li-K,equivalent
mp-11905,Nd,mp-11905__mp-11905-EXAFS-Nd-K,equivalent
mp-11906,Ir,mp-11906__mp-11906-EXAFS-Ir-K,equivalent
mp-11906,Li,mp-11906__mp-11906-EXAFS-Li-K,equivalent
mp-11906,Pr,mp-11906__mp-11906-EXAFS-Pr-K,equivalent
mp-11908,Si,mp-11908__mp-11908-EXAFS-Si-K,equivalent
mp-11912,Ir,mp-11912__mp-11912-EXAFS-Ir-K,equivalent
mp-11912,Na,mp-11912__mp-11912-EXAFS-Na-K,equivalent
mp-11912,Nd,mp-11912__mp-11912-EXAFS-Nd-K,equivalent
mp-11913,Ir,mp-11913__mp-11913-EXAFS-Ir-K,equivalent
mp-11913,Na,mp-11913__mp-11913-EXAFS-Na-K,equivalent
mp-11913,O,mp-11913__mp-11913-EXAFS-O-K,equivalent
mp-11913,Pr,mp-11913__mp-11913-EXAFS-Pr-K,equivalent
mp-11914,Ir,mp-11914__mp-11914-EXAFS-Ir-K,equivalent
mp-11914,La,mp-11914__mp-11914-EXAFS-La-K,equivalent
mp-11914,Na,mp-11914__mp-11914-EXAFS-Na-K,equivalent
mp-11917,Be,mp-11917__mp-11917-EXAFS-Be-K,equivalent
mp-11917,Mg,mp-11917__mp-11917-EXAFS-Mg-K,single_site
mp-11917,N,mp-11917__mp-11917-EXAFS-N-K,equivalent
mp-1192168,Cr,mp-1192168__mp-1192168-EXAFS-Cr-K,equivalent
mp-1192168,K,mp-1192168__mp-1192168-EXAFS-K-K,equivalent
mp-11923,Cu,mp-11923__mp-11923-EXAFS-Cu-K,equivalent
mp-11923,Rb,mp-11923__mp-11923-EXAFS-Rb-K,equivalent
mp-11923,S,mp-11923__mp-11923-EXAFS-S-K,equivalent
mp-11923,Ta,mp-11923__mp-11923-EXAFS-Ta-K,equivalent
mp-11927,Al,mp-11927__mp-11927-EXAFS-Al-K,single_site
mp-11927,Co,mp-11927__mp-11927-EXAFS-Co-K,equivalent
mp-11927,Pr,mp-11927__mp-11927-EXAFS-Pr-K,equivalent
mp-11944,Li,mp-11944__mp-11944-EXAFS-Li-K,equivalent
mp-11944,Yb,mp-11944__mp-11944-EXAFS-Yb-K,equivalent
mp-11945,Ni,mp-11945__mp-11945-EXAFS-Ni-K,equivalent
mp-11945,Sm,mp-11945__mp-11945-EXAFS-Sm-K,equivalent
mp-11947,Ag,mp-11947__mp-11947-EXAFS-Ag-K,equivalent
mp-11947,Al,mp-11947__mp-11947-EXAFS-Al-K,single_site
mp-11947,Li,mp-11947__mp-11947-EXAFS-Li-K,single_site
mp-11952,K,mp-11952__mp-11952-EXAFS-K-K,equivalent
mp-11957,Ca,mp-11957__mp-11957-EXAFS-Ca-K,equivalent
mp-11957,Ir,mp-11957__mp-11957-EXAFS-Ir-K,equivalent
mp-11957,Sn,mp-11957__mp-11957-EXAFS-Sn-K,equivalent
mp-11958,Ca,mp-11958__mp-11958-EXAFS-Ca-K,equivalent
mp-11958,Pd,mp-11958__mp-11958-EXAFS-Pd-K,equivalent
mp-11958,Sn,mp-11958__mp-11958-EXAFS-Sn-K,equivalent
mp-11959,Ca,mp-11959__mp-11959-EXAFS-Ca-K,equivalent
mp-11959,Rh,mp-11959__mp-11959-EXAFS-Rh-K,equivalent
mp-11959,Sn,mp-11959__mp-11959-EXAFS-Sn-K,equivalent
mp-11964,Cd,mp-11964__mp-11964-EXAFS-Cd-K,equivalent
mp-11964,Ce,mp-11964__mp-11964-EXAFS-Ce-K,equivalent
mp-11964,Pt,mp-11964__mp-11964-EXAFS-Pt-K,equivalent
mp-11965,Cd,mp-11965__mp-11965-EXAFS-Cd-K,equivalent
mp-11965,Ce,mp-11965__mp-11965-EXAFS-Ce-K,equivalent
mp-11965,Pd,mp-11965__mp-11965-EXAFS-Pd-K,equivalent
mp-11971,Ho,mp-11971__mp-11971-EXAFS-Ho-K,equivalent
mp-11971,Sn,mp-11971__mp-11971-EXAFS-Sn-K,equivalent
mp-11973,Sn,mp-11973__mp-11973-EXAFS-Sn-K,equivalent
mp-11973,Yb,mp-11973__mp-11973-EXAFS-Yb-K,equivalent
mp-11974,Sn,mp-11974__mp-11974-EXAFS-Sn-K,equivalent
mp-11974,Tm,mp-11974__mp-11974-EXAFS-Tm-K,equivalent
mp-1197718,Fe,mp-1197718__mp-1197718-EXAFS-Fe-K,equivalent
mp-1197718,O,mp-1197718__mp-1197718-EXAFS-O-K,equivalent
mp-11977,Au,mp-11977__mp-11977-EXAFS-Au-K,equivalent
mp-11977,Li,mp-11977__mp-11977-EXAFS-Li-K,equivalent
mp-11977,Sn,mp-11977__mp-11977-EXAFS-Sn-K,equivalent
mp-11980,Cs,mp-11980__mp-11980-EXAFS-Cs-K,single_site
mp-11980,F,mp-11980__mp-11980-EXAFS-F-K,equivalent
mp-11980,Nb,mp-11980__mp-11980-EXAFS-Nb-K,single_site
mp-11984,Mg,mp-11984__mp-11984-EXAFS-Mg-K,equivalent
mp-11984,Y,mp-11984__mp-11984-EXAFS-Y-K,equivalent
mp-11987,Mg,mp-11987__mp-11987-EXAFS-Mg-K,equivalent
mp-11987,Sm,mp-11987__mp-11987-EXAFS-Sm-K,equivalent
mp-11990,Cd,mp-11990__mp-11990-EXAFS-Cd-K,equivalent
mp-11990,Ni,mp-11990__mp-11990-EXAFS-Ni-K,equivalent
mp-11990,Pr,mp-11990__mp-11990-EXAFS-Pr-K,equivalent
mp-11992,Ir,mp-11992__mp-11992-EXAFS-Ir-K,equivalent
mp-11992,La,mp-11992__mp-11992-EXAFS-La-K,equivalent
mp-11992,Li,mp-11992__mp-11992-EXAFS-Li-K,equivalent
mp-1199,Ho,mp-1199__mp-1199-EXAFS-Ho-K,single_site
mp-1199,Mg,mp-1199__mp-1199-EXAFS-Mg-K,single_site
mp-11,As,mp-11__mp-11-EXAFS-As-K,equivalent
mp-12003,Ir,mp-12003__mp-12003-EXAFS-Ir-K,equivalent
mp-12005,Si,mp-12005__mp-12005-EXAFS-Si-K,equivalent
mp-12005,Tm,mp-12005__mp-12005-EXAFS-Tm-K,equivalent
mp-12006,Cd,mp-12006__mp-12006-EXAFS-Cd-K,single_site
mp-12006,Ce,mp-12006__mp-12006-EXAFS-Ce-K,single_site
mp-12006,Ni,mp-12006__mp-12006-EXAFS-Ni-K,equivalent
