# purpose: exp5_training_pool
# These samples have site_equivalence_tag in {incompat, near_equivalent_multiset_mismatch}.
# Excluded from Exp4 training. Reserved for Exp5 if a site-averaging strategy is implemented.
# See Step 2.5 Phase D / F report for rationale.
sample_name,mp_id,center_element,original_split,tag,max_shell1_MAE
mp-532444__mp-532444-EXAFS-Zr-K,mp-532444,Zr,train,incompat,999.0
mp-532462__mp-532462-EXAFS-As-K,mp-532462,As,train,incompat,999.0
mp-532462__mp-532462-EXAFS-Ca-K,mp-532462,Ca,train,incompat,999.0
mp-532477__mp-532477-EXAFS-Nd-K,mp-532477,Nd,train,incompat,999.0
mp-532477__mp-532477-EXAFS-O-K,mp-532477,O,train,incompat,999.0
mp-532477__mp-532477-EXAFS-Ti-K,mp-532477,Ti,train,incompat,999.0
mp-532491__mp-532491-EXAFS-F-K,mp-532491,F,train,incompat,999.0
mp-532491__mp-532491-EXAFS-Zr-K,mp-532491,Zr,train,incompat,999.0
mp-532508__mp-532508-EXAFS-S-K,mp-532508,S,train,incompat,999.0
mp-532524__mp-532524-EXAFS-O-K,mp-532524,O,train,incompat,999.0
mp-532524__mp-532524-EXAFS-Zn-K,mp-532524,Zn,train,incompat,999.0
mp-532526__mp-532526-EXAFS-Li-K,mp-532526,Li,train,incompat,999.0
mp-532526__mp-532526-EXAFS-O-K,mp-532526,O,train,incompat,999.0
mp-532526__mp-532526-EXAFS-Pd-K,mp-532526,Pd,train,incompat,999.0
mp-532554__mp-532554-EXAFS-Al-K,mp-532554,Al,train,incompat,999.0
mp-532554__mp-532554-EXAFS-Cu-K,mp-532554,Cu,train,incompat,999.0
mp-532554__mp-532554-EXAFS-O-K,mp-532554,O,train,incompat,999.0
mp-532554__mp-532554-EXAFS-Sb-K,mp-532554,Sb,train,incompat,999.0
mp-532565__mp-532565-EXAFS-Ga-K,mp-532565,Ga,holdout,incompat,999.0
mp-532565__mp-532565-EXAFS-O-K,mp-532565,O,holdout,near_equivalent,0.04906
mp-532575__mp-532575-EXAFS-Ca-K,mp-532575,Ca,train,incompat,999.0
mp-532575__mp-532575-EXAFS-F-K,mp-532575,F,train,incompat,999.0
mp-532575__mp-532575-EXAFS-Na-K,mp-532575,Na,train,incompat,999.0
mp-532575__mp-532575-EXAFS-O-K,mp-532575,O,train,incompat,999.0
mp-532575__mp-532575-EXAFS-S-K,mp-532575,S,train,incompat,999.0
mp-532604__mp-532604-EXAFS-Cl-K,mp-532604,Cl,train,incompat,999.0
mp-532604__mp-532604-EXAFS-I-K,mp-532604,I,train,incompat,999.0
mp-532604__mp-532604-EXAFS-Na-K,mp-532604,Na,train,incompat,999.0
mp-532626__mp-532626-EXAFS-Al-K,mp-532626,Al,train,incompat,999.0
mp-532626__mp-532626-EXAFS-N-K,mp-532626,N,train,incompat,999.0
mp-532626__mp-532626-EXAFS-O-K,mp-532626,O,train,incompat,999.0
mp-532626__mp-532626-EXAFS-Si-K,mp-532626,Si,train,incompat,999.0
mp-532676__mp-532676-EXAFS-Al-K,mp-532676,Al,train,incompat,999.0
mp-532676__mp-532676-EXAFS-O-K,mp-532676,O,train,incompat,999.0
mp-532676__mp-532676-EXAFS-Se-K,mp-532676,Se,train,incompat,999.0
mp-532680__mp-532680-EXAFS-S-K,mp-532680,S,train,incompat,999.0
mp-532695__mp-532695-EXAFS-Na-K,mp-532695,Na,train,incompat,999.0
mp-532695__mp-532695-EXAFS-O-K,mp-532695,O,train,incompat,999.0
mp-532695__mp-532695-EXAFS-Zr-K,mp-532695,Zr,train,incompat,999.0
mp-532701__mp-532701-EXAFS-Mg-K,mp-532701,Mg,train,incompat,999.0
mp-532701__mp-532701-EXAFS-Na-K,mp-532701,Na,train,incompat,999.0
mp-532701__mp-532701-EXAFS-O-K,mp-532701,O,train,incompat,999.0
mp-532704__mp-532704-EXAFS-Hf-K,mp-532704,Hf,train,incompat,999.0
mp-532704__mp-532704-EXAFS-K-K,mp-532704,K,train,incompat,999.0
mp-532704__mp-532704-EXAFS-O-K,mp-532704,O,train,incompat,999.0
mp-532704__mp-532704-EXAFS-Y-K,mp-532704,Y,train,incompat,999.0
mp-532727__mp-532727-EXAFS-K-K,mp-532727,K,train,incompat,999.0
mp-532767__mp-532767-EXAFS-S-K,mp-532767,S,train,incompat,999.0
mp-532768__mp-532768-EXAFS-O-K,mp-532768,O,train,incompat,999.0
mp-532768__mp-532768-EXAFS-Zr-K,mp-532768,Zr,train,incompat,999.0
mp-532789__mp-532789-EXAFS-Nd-K,mp-532789,Nd,train,incompat,999.0
mp-532789__mp-532789-EXAFS-O-K,mp-532789,O,train,incompat,999.0
mp-532802__mp-532802-EXAFS-Na-K,mp-532802,Na,train,incompat,999.0
mp-532802__mp-532802-EXAFS-Nd-K,mp-532802,Nd,train,incompat,999.0
mp-532802__mp-532802-EXAFS-O-K,mp-532802,O,train,incompat,999.0
mp-532802__mp-532802-EXAFS-Ti-K,mp-532802,Ti,train,incompat,999.0
mp-532803__mp-532803-EXAFS-Al-K,mp-532803,Al,train,incompat,999.0
mp-532803__mp-532803-EXAFS-N-K,mp-532803,N,train,incompat,999.0
mp-532803__mp-532803-EXAFS-Si-K,mp-532803,Si,train,incompat,999.0
mp-532803__mp-532803-EXAFS-Y-K,mp-532803,Y,train,incompat,999.0
mp-532816__mp-532816-EXAFS-Ba-K,mp-532816,Ba,train,incompat,999.0
mp-532816__mp-532816-EXAFS-Cu-K,mp-532816,Cu,train,incompat,999.0
mp-532816__mp-532816-EXAFS-Nd-K,mp-532816,Nd,train,incompat,999.0
mp-532816__mp-532816-EXAFS-O-K,mp-532816,O,train,incompat,999.0
mp-5330__mp-5330-EXAFS-Si-K,mp-5330,Si,train,incompat,999.0
mp-5335__mp-5335-EXAFS-S-K,mp-5335,S,train,incompat,999.0
mp-5336__mp-5336-EXAFS-S-K,mp-5336,S,train,incompat,999.0
mp-534778__mp-534778-EXAFS-Ca-K,mp-534778,Ca,val,incompat,999.0
mp-534778__mp-534778-EXAFS-O-K,mp-534778,O,val,incompat,999.0
mp-534778__mp-534778-EXAFS-Zn-K,mp-534778,Zn,val,incompat,999.0
mp-534782__mp-534782-EXAFS-Ca-K,mp-534782,Ca,train,incompat,999.0
mp-534782__mp-534782-EXAFS-F-K,mp-534782,F,train,incompat,999.0
mp-534782__mp-534782-EXAFS-O-K,mp-534782,O,train,incompat,0.11913
mp-534793__mp-534793-EXAFS-O-K,mp-534793,O,test,incompat,999.0
mp-534793__mp-534793-EXAFS-Si-K,mp-534793,Si,test,incompat,999.0
mp-5347__mp-5347-EXAFS-F-K,mp-5347,F,train,incompat,999.0
mp-534838__mp-534838-EXAFS-Ca-K,mp-534838,Ca,holdout,incompat,999.0
mp-534838__mp-534838-EXAFS-O-K,mp-534838,O,holdout,incompat,999.0
mp-534850__mp-534850-EXAFS-Ca-K,mp-534850,Ca,train,incompat,999.0
mp-534863__mp-534863-EXAFS-Al-K,mp-534863,Al,train,incompat,999.0
mp-534901__mp-534901-EXAFS-O-K,mp-534901,O,holdout,incompat,999.0
mp-534901__mp-534901-EXAFS-Sr-K,mp-534901,Sr,holdout,incompat,999.0
mp-534935__mp-534935-EXAFS-N-K,mp-534935,N,train,incompat,999.0
mp-534935__mp-534935-EXAFS-O-K,mp-534935,O,train,incompat,999.0
mp-534935__mp-534935-EXAFS-Pr-K,mp-534935,Pr,train,incompat,999.0
mp-534935__mp-534935-EXAFS-Si-K,mp-534935,Si,train,incompat,999.0
mp-534935__mp-534935-EXAFS-Sr-K,mp-534935,Sr,train,incompat,999.0
mp-534982__mp-534982-EXAFS-Al-K,mp-534982,Al,train,incompat,999.0
mp-534982__mp-534982-EXAFS-F-K,mp-534982,F,train,incompat,999.0
mp-534982__mp-534982-EXAFS-O-K,mp-534982,O,train,incompat,999.0
mp-535004__mp-535004-EXAFS-C-K,mp-535004,C,train,incompat,999.0
mp-535004__mp-535004-EXAFS-O-K,mp-535004,O,train,incompat,999.0
mp-535004__mp-535004-EXAFS-P-K,mp-535004,P,train,incompat,999.0
mp-535__mp-535-EXAFS-Fe-K,mp-535,Fe,train,incompat,999.0
mp-5360__mp-5360-EXAFS-Ba-K,mp-5360,Ba,test,incompat,999.0
mp-5360__mp-5360-EXAFS-Nb-K,mp-5360,Nb,test,incompat,999.0
mp-5360__mp-5360-EXAFS-O-K,mp-5360,O,test,incompat,999.0
mp-5363__mp-5363-EXAFS-Hg-K,mp-5363,Hg,train,incompat,999.0
mp-5363__mp-5363-EXAFS-O-K,mp-5363,O,train,incompat,999.0
mp-5368__mp-5368-EXAFS-F-K,mp-5368,F,train,incompat,999.0
mp-5368__mp-5368-EXAFS-Li-K,mp-5368,Li,train,incompat,999.0
mp-536__mp-536-EXAFS-Zn-K,mp-536,Zn,train,incompat,999.0
mp-5373__mp-5373-EXAFS-O-K,mp-5373,O,train,incompat,999.0
mp-5376__mp-5376-EXAFS-Ga-K,mp-5376,Ga,train,incompat,999.0
mp-5377__mp-5377-EXAFS-O-K,mp-5377,O,train,incompat,999.0
mp-5380__mp-5380-EXAFS-Ca-K,mp-5380,Ca,train,incompat,999.0
mp-5382__mp-5382-EXAFS-Ni-K,mp-5382,Ni,val,incompat,999.0
mp-5382__mp-5382-EXAFS-Si-K,mp-5382,Si,val,incompat,999.0
mp-5388__mp-5388-EXAFS-O-K,mp-5388,O,val,incompat,999.0
mp-5391__mp-5391-EXAFS-Mg-K,mp-5391,Mg,train,incompat,999.0
mp-5391__mp-5391-EXAFS-O-K,mp-5391,O,train,incompat,999.0
mp-5392__mp-5392-EXAFS-Mg-K,mp-5392,Mg,train,incompat,999.0
mp-5392__mp-5392-EXAFS-O-K,mp-5392,O,train,incompat,999.0
mp-539__mp-539-EXAFS-S-K,mp-539,S,train,incompat,999.0
mp-540000__mp-540000-EXAFS-O-K,mp-540000,O,train,incompat,999.0
mp-540005__mp-540005-EXAFS-O-K,mp-540005,O,train,incompat,999.0
mp-540008__mp-540008-EXAFS-O-K,mp-540008,O,train,incompat,999.0
mp-540011__mp-540011-EXAFS-O-K,mp-540011,O,train,incompat,999.0
mp-540011__mp-540011-EXAFS-P-K,mp-540011,P,train,incompat,999.0
mp-540013__mp-540013-EXAFS-O-K,mp-540013,O,train,incompat,999.0
mp-540013__mp-540013-EXAFS-P-K,mp-540013,P,train,incompat,999.0
mp-540020__mp-540020-EXAFS-Fe-K,mp-540020,Fe,train,incompat,999.0
mp-540020__mp-540020-EXAFS-O-K,mp-540020,O,train,incompat,999.0
mp-540020__mp-540020-EXAFS-P-K,mp-540020,P,train,incompat,999.0
mp-540021__mp-540021-EXAFS-O-K,mp-540021,O,train,incompat,999.0
mp-540022__mp-540022-EXAFS-O-K,mp-540022,O,train,incompat,999.0
mp-540023__mp-540023-EXAFS-Li-K,mp-540023,Li,train,incompat,999.0
mp-540023__mp-540023-EXAFS-Mn-K,mp-540023,Mn,train,incompat,999.0
mp-540025__mp-540025-EXAFS-Mo-K,mp-540025,Mo,train,incompat,999.0
mp-540025__mp-540025-EXAFS-O-K,mp-540025,O,train,incompat,999.0
mp-540028__mp-540028-EXAFS-O-K,mp-540028,O,train,incompat,999.0
mp-540028__mp-540028-EXAFS-P-K,mp-540028,P,train,incompat,999.0
mp-540032__mp-540032-EXAFS-Li-K,mp-540032,Li,train,incompat,999.0
mp-540032__mp-540032-EXAFS-Mn-K,mp-540032,Mn,train,incompat,999.0
mp-540032__mp-540032-EXAFS-O-K,mp-540032,O,train,incompat,999.0
mp-540032__mp-540032-EXAFS-P-K,mp-540032,P,train,incompat,999.0
mp-540033__mp-540033-EXAFS-Li-K,mp-540033,Li,train,incompat,999.0
mp-540033__mp-540033-EXAFS-Mn-K,mp-540033,Mn,train,incompat,999.0
mp-540033__mp-540033-EXAFS-O-K,mp-540033,O,train,incompat,999.0
mp-540038__mp-540038-EXAFS-O-K,mp-540038,O,train,incompat,999.0
mp-540042__mp-540042-EXAFS-Mn-K,mp-540042,Mn,train,incompat,999.0
mp-540042__mp-540042-EXAFS-O-K,mp-540042,O,train,incompat,999.0
mp-540042__mp-540042-EXAFS-P-K,mp-540042,P,train,incompat,999.0
mp-540045__mp-540045-EXAFS-O-K,mp-540045,O,train,incompat,999.0
mp-540050__mp-540050-EXAFS-Fe-K,mp-540050,Fe,train,incompat,999.0
mp-540050__mp-540050-EXAFS-O-K,mp-540050,O,train,incompat,999.0
mp-540054__mp-540054-EXAFS-O-K,mp-540054,O,train,incompat,999.0
mp-540059__mp-540059-EXAFS-Li-K,mp-540059,Li,val,incompat,999.0
mp-540059__mp-540059-EXAFS-Ni-K,mp-540059,Ni,val,incompat,999.0
mp-540059__mp-540059-EXAFS-O-K,mp-540059,O,val,incompat,999.0
mp-540061__mp-540061-EXAFS-O-K,mp-540061,O,train,incompat,999.0
mp-540061__mp-540061-EXAFS-P-K,mp-540061,P,train,incompat,999.0
mp-540064__mp-540064-EXAFS-O-K,mp-540064,O,train,incompat,999.0
mp-540065__mp-540065-EXAFS-O-K,mp-540065,O,train,incompat,999.0
mp-540069__mp-540069-EXAFS-O-K,mp-540069,O,train,incompat,999.0
mp-540071__mp-540071-EXAFS-Mn-K,mp-540071,Mn,val,incompat,999.0
mp-540071__mp-540071-EXAFS-O-K,mp-540071,O,val,incompat,999.0
mp-540071__mp-540071-EXAFS-P-K,mp-540071,P,val,incompat,999.0
mp-540072__mp-540072-EXAFS-O-K,mp-540072,O,test,incompat,999.0
mp-540073__mp-540073-EXAFS-O-K,mp-540073,O,train,incompat,999.0
mp-540073__mp-540073-EXAFS-P-K,mp-540073,P,train,incompat,999.0
mp-540074__mp-540074-EXAFS-O-K,mp-540074,O,train,incompat,999.0
mp-540075__mp-540075-EXAFS-O-K,mp-540075,O,train,incompat,999.0
mp-540076__mp-540076-EXAFS-Li-K,mp-540076,Li,val,incompat,999.0
mp-540076__mp-540076-EXAFS-O-K,mp-540076,O,val,incompat,999.0
mp-540076__mp-540076-EXAFS-P-K,mp-540076,P,val,incompat,999.0
mp-540077__mp-540077-EXAFS-O-K,mp-540077,O,holdout,incompat,999.0
mp-540078__mp-540078-EXAFS-O-K,mp-540078,O,val,incompat,999.0
mp-540079__mp-540079-EXAFS-O-K,mp-540079,O,holdout,incompat,999.0
mp-540079__mp-540079-EXAFS-P-K,mp-540079,P,holdout,incompat,999.0
mp-540082__mp-540082-EXAFS-O-K,mp-540082,O,val,incompat,999.0
mp-540083__mp-540083-EXAFS-Li-K,mp-540083,Li,train,incompat,999.0
mp-540083__mp-540083-EXAFS-O-K,mp-540083,O,train,incompat,999.0
mp-540091__mp-540091-EXAFS-O-K,mp-540091,O,train,incompat,999.0
mp-540098__mp-540098-EXAFS-Li-K,mp-540098,Li,train,incompat,999.0
mp-540098__mp-540098-EXAFS-O-K,mp-540098,O,train,incompat,999.0
mp-540108__mp-540108-EXAFS-O-K,mp-540108,O,train,incompat,999.0
mp-540110__mp-540110-EXAFS-O-K,mp-540110,O,train,incompat,999.0
mp-540112__mp-540112-EXAFS-Fe-K,mp-540112,Fe,train,incompat,999.0
mp-540112__mp-540112-EXAFS-Li-K,mp-540112,Li,train,incompat,999.0
mp-540112__mp-540112-EXAFS-O-K,mp-540112,O,train,incompat,999.0
mp-540113__mp-540113-EXAFS-Cr-K,mp-540113,Cr,train,incompat,999.0
mp-540113__mp-540113-EXAFS-O-K,mp-540113,O,train,incompat,999.0
mp-540113__mp-540113-EXAFS-P-K,mp-540113,P,train,incompat,999.0
mp-540121__mp-540121-EXAFS-Mn-K,mp-540121,Mn,train,incompat,999.0
mp-540121__mp-540121-EXAFS-O-K,mp-540121,O,train,incompat,999.0
mp-540125__mp-540125-EXAFS-O-K,mp-540125,O,train,incompat,999.0
mp-540129__mp-540129-EXAFS-Cr-K,mp-540129,Cr,train,incompat,999.0
mp-540129__mp-540129-EXAFS-Li-K,mp-540129,Li,train,incompat,999.0
mp-540129__mp-540129-EXAFS-O-K,mp-540129,O,train,incompat,999.0
mp-540129__mp-540129-EXAFS-P-K,mp-540129,P,train,incompat,999.0
mp-540132__mp-540132-EXAFS-O-K,mp-540132,O,train,incompat,999.0
mp-540133__mp-540133-EXAFS-O-K,mp-540133,O,train,incompat,999.0
mp-540135__mp-540135-EXAFS-O-K,mp-540135,O,train,incompat,999.0
mp-540137__mp-540137-EXAFS-Li-K,mp-540137,Li,train,incompat,999.0
mp-540137__mp-540137-EXAFS-Mo-K,mp-540137,Mo,train,incompat,999.0
mp-540137__mp-540137-EXAFS-O-K,mp-540137,O,train,incompat,999.0
mp-540138__mp-540138-EXAFS-O-K,mp-540138,O,train,incompat,999.0
mp-540140__mp-540140-EXAFS-Mo-K,mp-540140,Mo,train,incompat,999.0
mp-540142__mp-540142-EXAFS-Mo-K,mp-540142,Mo,train,incompat,999.0
mp-540142__mp-540142-EXAFS-O-K,mp-540142,O,train,incompat,999.0
mp-540142__mp-540142-EXAFS-P-K,mp-540142,P,train,incompat,999.0
mp-540145__mp-540145-EXAFS-O-K,mp-540145,O,train,incompat,999.0
mp-540146__mp-540146-EXAFS-O-K,mp-540146,O,train,incompat,999.0
mp-540147__mp-540147-EXAFS-O-K,mp-540147,O,train,incompat,999.0
mp-540149__mp-540149-EXAFS-O-K,mp-540149,O,train,incompat,999.0
mp-540152__mp-540152-EXAFS-O-K,mp-540152,O,train,incompat,999.0
mp-540153__mp-540153-EXAFS-O-K,mp-540153,O,train,incompat,999.0
mp-540161__mp-540161-EXAFS-O-K,mp-540161,O,holdout,incompat,999.0
mp-540161__mp-540161-EXAFS-P-K,mp-540161,P,holdout,incompat,999.0
mp-540164__mp-540164-EXAFS-O-K,mp-540164,O,train,incompat,999.0
mp-540168__mp-540168-EXAFS-Li-K,mp-540168,Li,train,incompat,999.0
mp-540168__mp-540168-EXAFS-O-K,mp-540168,O,train,incompat,999.0
mp-540168__mp-540168-EXAFS-P-K,mp-540168,P,train,incompat,999.0
mp-540169__mp-540169-EXAFS-O-K,mp-540169,O,train,incompat,999.0
mp-540169__mp-540169-EXAFS-P-K,mp-540169,P,train,incompat,999.0
mp-540171__mp-540171-EXAFS-O-K,mp-540171,O,train,incompat,999.0
mp-540173__mp-540173-EXAFS-O-K,mp-540173,O,test,incompat,999.0
mp-540177__mp-540177-EXAFS-O-K,mp-540177,O,val,incompat,999.0
mp-540177__mp-540177-EXAFS-P-K,mp-540177,P,val,incompat,999.0
mp-540179__mp-540179-EXAFS-Cr-K,mp-540179,Cr,train,incompat,999.0
mp-540179__mp-540179-EXAFS-O-K,mp-540179,O,train,incompat,999.0
mp-540180__mp-540180-EXAFS-Cr-K,mp-540180,Cr,train,incompat,999.0
mp-540180__mp-540180-EXAFS-O-K,mp-540180,O,train,incompat,999.0
mp-540182__mp-540182-EXAFS-O-K,mp-540182,O,train,incompat,999.0
mp-540182__mp-540182-EXAFS-P-K,mp-540182,P,train,incompat,999.0
mp-540192__mp-540192-EXAFS-O-K,mp-540192,O,train,incompat,999.0
mp-540192__mp-540192-EXAFS-P-K,mp-540192,P,train,incompat,999.0
mp-540193__mp-540193-EXAFS-O-K,mp-540193,O,train,incompat,999.0
mp-540193__mp-540193-EXAFS-P-K,mp-540193,P,train,incompat,999.0
mp-540197__mp-540197-EXAFS-O-K,mp-540197,O,val,incompat,999.0
mp-540199__mp-540199-EXAFS-O-K,mp-540199,O,train,incompat,999.0
mp-5401__mp-5401-EXAFS-O-K,mp-5401,O,train,incompat,999.0
mp-5401__mp-5401-EXAFS-Sr-K,mp-5401,Sr,train,incompat,999.0
mp-540200__mp-540200-EXAFS-O-K,mp-540200,O,train,incompat,999.0
mp-540200__mp-540200-EXAFS-P-K,mp-540200,P,train,incompat,999.0
mp-540203__mp-540203-EXAFS-O-K,mp-540203,O,train,incompat,999.0
mp-540208__mp-540208-EXAFS-Cr-K,mp-540208,Cr,train,incompat,999.0
mp-540208__mp-540208-EXAFS-O-K,mp-540208,O,train,incompat,999.0
mp-540209__mp-540209-EXAFS-Cr-K,mp-540209,Cr,train,incompat,999.0
mp-540209__mp-540209-EXAFS-O-K,mp-540209,O,train,incompat,999.0
mp-540211__mp-540211-EXAFS-Cr-K,mp-540211,Cr,train,incompat,999.0
mp-540212__mp-540212-EXAFS-Li-K,mp-540212,Li,train,incompat,999.0
mp-540212__mp-540212-EXAFS-O-K,mp-540212,O,train,incompat,999.0
mp-540212__mp-540212-EXAFS-P-K,mp-540212,P,train,incompat,999.0
mp-540216__mp-540216-EXAFS-O-K,mp-540216,O,train,incompat,999.0
mp-540218__mp-540218-EXAFS-Li-K,mp-540218,Li,train,incompat,999.0
mp-540219__mp-540219-EXAFS-Li-K,mp-540219,Li,train,incompat,999.0
mp-540219__mp-540219-EXAFS-O-K,mp-540219,O,train,incompat,999.0
mp-540221__mp-540221-EXAFS-O-K,mp-540221,O,train,incompat,999.0
mp-540221__mp-540221-EXAFS-P-K,mp-540221,P,train,incompat,999.0
mp-540222__mp-540222-EXAFS-O-K,mp-540222,O,train,incompat,999.0
mp-540225__mp-540225-EXAFS-O-K,mp-540225,O,train,incompat,999.0
mp-540234__mp-540234-EXAFS-Li-K,mp-540234,Li,test,incompat,999.0
mp-540236__mp-540236-EXAFS-O-K,mp-540236,O,train,incompat,999.0
mp-540237__mp-540237-EXAFS-Li-K,mp-540237,Li,train,incompat,999.0
mp-540237__mp-540237-EXAFS-Ni-K,mp-540237,Ni,train,incompat,999.0
mp-540237__mp-540237-EXAFS-O-K,mp-540237,O,train,incompat,999.0
mp-540237__mp-540237-EXAFS-P-K,mp-540237,P,train,incompat,999.0
mp-540242__mp-540242-EXAFS-O-K,mp-540242,O,train,incompat,999.0
mp-540242__mp-540242-EXAFS-P-K,mp-540242,P,train,incompat,999.0
mp-540249__mp-540249-EXAFS-O-K,mp-540249,O,train,incompat,999.0
mp-540254__mp-540254-EXAFS-O-K,mp-540254,O,train,incompat,999.0
mp-540257__mp-540257-EXAFS-Li-K,mp-540257,Li,train,incompat,0.10556
mp-540258__mp-540258-EXAFS-O-K,mp-540258,O,train,incompat,999.0
mp-540259__mp-540259-EXAFS-O-K,mp-540259,O,train,incompat,999.0
mp-540260__mp-540260-EXAFS-O-K,mp-540260,O,val,incompat,999.0
mp-540262__mp-540262-EXAFS-O-K,mp-540262,O,train,incompat,999.0
mp-540263__mp-540263-EXAFS-O-K,mp-540263,O,train,incompat,999.0
mp-540264__mp-540264-EXAFS-O-K,mp-540264,O,train,incompat,999.0
mp-540267__mp-540267-EXAFS-O-K,mp-540267,O,train,incompat,999.0
mp-540269__mp-540269-EXAFS-O-K,mp-540269,O,train,incompat,999.0
mp-540270__mp-540270-EXAFS-O-K,mp-540270,O,train,incompat,999.0
mp-540272__mp-540272-EXAFS-O-K,mp-540272,O,test,incompat,999.0
mp-540273__mp-540273-EXAFS-O-K,mp-540273,O,test,incompat,999.0
mp-540274__mp-540274-EXAFS-O-K,mp-540274,O,train,incompat,999.0
mp-540274__mp-540274-EXAFS-P-K,mp-540274,P,train,incompat,999.0
mp-540275__mp-540275-EXAFS-Li-K,mp-540275,Li,train,incompat,999.0
mp-540275__mp-540275-EXAFS-O-K,mp-540275,O,train,incompat,999.0
mp-540275__mp-540275-EXAFS-P-K,mp-540275,P,train,incompat,999.0
mp-540276__mp-540276-EXAFS-O-K,mp-540276,O,train,incompat,999.0
mp-540277__mp-540277-EXAFS-O-K,mp-540277,O,train,incompat,999.0
mp-540286__mp-540286-EXAFS-O-K,mp-540286,O,train,incompat,999.0
mp-540287__mp-540287-EXAFS-Li-K,mp-540287,Li,train,incompat,999.0
mp-540287__mp-540287-EXAFS-O-K,mp-540287,O,train,incompat,999.0
mp-540287__mp-540287-EXAFS-P-K,mp-540287,P,train,incompat,999.0
mp-540291__mp-540291-EXAFS-O-K,mp-540291,O,train,incompat,999.0
mp-540291__mp-540291-EXAFS-P-K,mp-540291,P,train,incompat,999.0
mp-540292__mp-540292-EXAFS-Cr-K,mp-540292,Cr,train,incompat,999.0
mp-540292__mp-540292-EXAFS-Li-K,mp-540292,Li,train,incompat,999.0
mp-540292__mp-540292-EXAFS-O-K,mp-540292,O,train,incompat,999.0
mp-540292__mp-540292-EXAFS-P-K,mp-540292,P,train,incompat,999.0
mp-540293__mp-540293-EXAFS-O-K,mp-540293,O,holdout,near_equivalent,0.03221
mp-540294__mp-540294-EXAFS-Cr-K,mp-540294,Cr,train,incompat,999.0
mp-5402__mp-5402-EXAFS-O-K,mp-5402,O,train,incompat,999.0
mp-540301__mp-540301-EXAFS-O-K,mp-540301,O,train,incompat,999.0
mp-540302__mp-540302-EXAFS-Ni-K,mp-540302,Ni,train,incompat,999.0
mp-540302__mp-540302-EXAFS-O-K,mp-540302,O,train,incompat,999.0
mp-540304__mp-540304-EXAFS-O-K,mp-540304,O,train,incompat,999.0
mp-540306__mp-540306-EXAFS-Li-K,mp-540306,Li,train,incompat,999.0
mp-540306__mp-540306-EXAFS-O-K,mp-540306,O,train,incompat,999.0
mp-540309__mp-540309-EXAFS-Mo-K,mp-540309,Mo,train,incompat,999.0
mp-540310__mp-540310-EXAFS-O-K,mp-540310,O,train,incompat,999.0
mp-540310__mp-540310-EXAFS-P-K,mp-540310,P,train,incompat,999.0
mp-540311__mp-540311-EXAFS-Li-K,mp-540311,Li,train,incompat,999.0
mp-540311__mp-540311-EXAFS-O-K,mp-540311,O,train,incompat,999.0
mp-540312__mp-540312-EXAFS-Li-K,mp-540312,Li,train,incompat,999.0
mp-540312__mp-540312-EXAFS-O-K,mp-540312,O,train,incompat,999.0
mp-540313__mp-540313-EXAFS-O-K,mp-540313,O,train,incompat,999.0
mp-540313__mp-540313-EXAFS-P-K,mp-540313,P,train,incompat,999.0
mp-540314__mp-540314-EXAFS-P-K,mp-540314,P,train,incompat,999.0
mp-540317__mp-540317-EXAFS-Cr-K,mp-540317,Cr,val,incompat,999.0
mp-540318__mp-540318-EXAFS-Mn-K,mp-540318,Mn,val,incompat,999.0
mp-540318__mp-540318-EXAFS-O-K,mp-540318,O,val,incompat,999.0
mp-540320__mp-540320-EXAFS-O-K,mp-540320,O,val,incompat,999.0
mp-540321__mp-540321-EXAFS-O-K,mp-540321,O,val,incompat,999.0
mp-540321__mp-540321-EXAFS-P-K,mp-540321,P,val,incompat,999.0
mp-540323__mp-540323-EXAFS-O-K,mp-540323,O,train,incompat,999.0
mp-540323__mp-540323-EXAFS-P-K,mp-540323,P,train,incompat,999.0
mp-540326__mp-540326-EXAFS-O-K,mp-540326,O,holdout,incompat,999.0
mp-540326__mp-540326-EXAFS-P-K,mp-540326,P,holdout,incompat,999.0
mp-540327__mp-540327-EXAFS-Li-K,mp-540327,Li,train,incompat,999.0
mp-540327__mp-540327-EXAFS-O-K,mp-540327,O,train,incompat,999.0
mp-540328__mp-540328-EXAFS-O-K,mp-540328,O,train,incompat,999.0
mp-540330__mp-540330-EXAFS-O-K,mp-540330,O,train,incompat,999.0
mp-540330__mp-540330-EXAFS-P-K,mp-540330,P,train,incompat,999.0
mp-540331__mp-540331-EXAFS-O-K,mp-540331,O,train,incompat,999.0
mp-540331__mp-540331-EXAFS-P-K,mp-540331,P,train,incompat,999.0
mp-540332__mp-540332-EXAFS-Nb-K,mp-540332,Nb,val,incompat,999.0
mp-540332__mp-540332-EXAFS-P-K,mp-540332,P,val,incompat,999.0
mp-540336__mp-540336-EXAFS-O-K,mp-540336,O,train,incompat,999.0
mp-540336__mp-540336-EXAFS-P-K,mp-540336,P,train,incompat,999.0
mp-540336__mp-540336-EXAFS-V-K,mp-540336,V,train,incompat,999.0
mp-540338__mp-540338-EXAFS-O-K,mp-540338,O,train,incompat,999.0
mp-540340__mp-540340-EXAFS-Cr-K,mp-540340,Cr,train,incompat,999.0
mp-540341__mp-540341-EXAFS-O-K,mp-540341,O,train,incompat,999.0
